filmid	title	actor
OP20	T:Angel Face	Barbara ONeil
OP20	T:Angel Face	Mona Freeman
OP20	T:Angel Face	Raymond Greenleaf
OP23	T:River of No Return	Marilyn Monroe
OP23	T:River of No Return	Murvyn Vrye
OP24	T:Carmen Jones	Olga James
OP24	T:Carmen Jones	Archie Savage
OP26	T:The Man with the Golden Arm	Arnold Stang
OP31	T:Exodus	Paul Newman
OP31	T:Exodus	Ralph Richardson
OP40	T:Tell Me That You Love Me, Junie Moon	Liza Minelli
OP44	T:Such Good Friends	Louise Lasser
OP44	T:Such Good Friends	Nina Foch
OP44	T:Such Good Friends	Nancy Guild
OP44	T:Such Good Friends	William Redfield
OP50	T:The Human Factor	Richard Attenborough
OP50	T:The Human Factor	Ann Todd
OW1	T:Citizen Kane	Ray Collins
OW1	T:Citizen Kane	Paul Stewart
OW2	T:The Magnificent Ambersons	Anne Baxter
OW2	T:The Magnificent Ambersons	Ray Collins
OW2	T:The Magnificent Ambersons	Richard Bennett
OW4	T:The Stranger	Phillip Marrivale
OW4	T:The Stranger	Billy House
OW5	T:The Lady From Shanghai	Orson Welles
OW7	T:Othello	Michael Lawrence
OW8	T:Confidential Report	Orson Welles
OW9	T:A Touch of Evil	Marlene Dietrich
OW9	T:A Touch of Evil	Ray Collins
OW9	T:A Touch of Evil	Zsa Zsa Gabor
OW10	T:The Trial	Anthony Perkins
OW10	T:The Trial	Akim Tamiroff
OW10	T:The Trial	Madeleine Robinson
OW10	T:The Trial	Michel Lonsdale
OW10	T:The Trial	Orson Welles
OW11	T:Chimes at Midnight	Margeret Rutherford
PAal	T:A Force of One	Bill Wallace
PaB10	T:Grease 2	Michelle Pfeiffer
PaB10	T:Grease 2	Lorna Luft
PAd2	T:Sugarbaby	Marianne Sagebrecht
PAd13	T:Bagdad Cafe	Monica Calhoun
PAd13	T:Bagdad Cafe	Alan S. Craig
PaF10	T:Clifford	Martin Short
PaF10	T:Clifford	Mary Steenbugen
PaH50	T:Vicious Circle	Michael Kahn
PaH50	T:Vicious Circle	Paul Lambert
PaH50	T:Vicious Circle	Betty Woods
PaH52	T:Silent Witness	Pat Hitchcock
PaH54	T:Last Request	Milo Ross
PaH55	T:The Diplomatic Corpse	Peter Lorre
PaH61	T:Girls on the Loose	Mark Richman
PaH109	T:The Crooked Road	Pat Breslin
PaH109	T:The Crooked Road	Walter Matthau
PaH113	T:Hitch Hike	Read Morgan
PaH113	T:Hitch Hike	Paul E. Burns
PaH115	T:Letter of Credit	Bob Sweeney
PaH117	T:The Landlady	Barry Harvey
PaH123	T:The Old Pro	Richard Carlyle
PaH215	TZ:Ballad in Blue	Mary Peach
PaJ10	T:Shadow on the Wall	Ann Sothern
PaJ10	T:Shadow on the Wall	Barbara Billingsley
PAl6	T:Law of Desire	Miguel Molina
PAl6	T:Law of Desire	Manuela Velasco
PAl12	T:Tie Me Up, Tie Me Down	Lola Cordona
PAl14	T:High Heels	Marisa Paredes
PAl18	T:La flor de mi Secreto	Marisa Parades
PAl20	T:Carne Tremula	Pepe Sancho
PaM10	T:Orient Express	Ralph Morgan
PaM10	T:Orient Express	Norman Foster
PaP15	T:Il Vangelo Secondo Matteo	Mario Socrate
PAR10	T:Field of Dreams	Ray Liotta
PAu10	T:Lulu on the Bridge	Mira Sorvino
PB12	T:Far From Home: The Adventures of Yellow Dog	Mimi Rogers
PBa3	T:Death Race 2000	Mary Woronov
PBa4	T:Cannonball	Bill McKinney
PBa4	T:Cannonball	Martin Scorsese
PBa6	T:Eating Raoul	Paul Bartel
PBa9	T:Scenes from the Class Struggle in Beverly Hills	Ray Sharkey
PBa9	T:Scenes from the Class Struggle in Beverly Hills	Wallace Shawn
PBa9	T:Scenes from the Class Struggle in Beverly Hills	Rebecca Shaeffer
PBa12	T:Shelf Life	OLan Jones
PBa12	T:Shelf Life	Andrea Stein
PBi10	T:Vautrin	Michel Simon
PBi10	T:Vautrin	Madeleine Solange
PBm1	T:Risky Business	Raphael Sbarge
PBo2	T:Targets	Peter Bogdanovich
PBo2	T:Targets	Nancy Hsueh
PBo2	T:Targets	Mike Farrell
PBo3	T:The Last Picture Show	Bill Thurman
PBo5	T:What's Up, Doc?	Austin Pendleton
PBo5	T:What's Up, Doc?	Madeleine Kahn
PBo6	T:Paper Moon	Madeleine Kahn
PBo6	T:Paper Moon	Randy Quaid
PBo11	T:They All Laughed	Blaine Novak
PBo11	T:They All Laughed	Patti Hansen
PBo11	T:They All Laughed	Blaine Novak
PBo20	T:Noises Off	Marilu Henner
PBz10	TZ:Nobody's Perfekt	Alex Karras
PCa10	T:The Full Monty	Paul Barber
PCo11	T:And Then There Were None	Oliver Reed
PCo11	T:And Then There Were None	Richard Attenborough
PCo11	T:And Then There Were None	Alberto deMendoza
PCo11	T:And Then There Were None	Maria Rohm
PCo12	T:The Spiral Staircase	Mildred Dunnock
PCr8	T:The Hound of the Baskervilles	William Shatner
PCr8	T:The Hound of the Baskervilles	Anthony Zerbe
PCx28	T:The Exile	Beth Champion
PCz25	T:As You Like It	Richard Ainley
PCz25	T:As You Like It	Mackenzie Ward
PCz25	T:As You Like It	Aubrey Mather
PCz25	T:As You Like It	Peter Bull
PCz30	T:Dreaming Lips	Raymond Massey
PdB3	T:Cartouche	Odile Versois
PdB3	T:Cartouche	Marcel Dalio
PdB3	T:Cartouche	Philippe Lemaire
PDu3	T:The House That Dripped Blood	Nyree Dawn Porter
PDu3	T:The House That Dripped Blood	Michael Pertwee
PDu10	T:Experience Preferred...But Not Essential	Alun Lewis
PeB6	T:King Lear	Alan Webb
PeB6	T:King Lear	Patrick Macgee
PeB10	T:The Mahabharata	Miriam Goldschmidt
PeB10	T:The Mahabharata	Antonin StahlyVishwanathan
PeB10	T:The Mahabharata	Mamadou Diome
PeC10	TZ:Highpoint	Beverly D'Angelo
PeG5	T:Becket	Martita Hunt
PeG5	T:Becket	Paolo Stoppa
PeG6	T:Hotel Paradiso	Alec Guiness
PeG6	T:Hotel Paradiso	Akim Tamiroff
PeG6	T:Hotel Paradiso	Peggy Mount
PeM10	TZ:Hot Dog...The Movie	Patrick Houser
PeM20	T:Through the Eyes of a Killer	Marg Helgenberger
PeS3	T:Countess Dracula	Nigel Green
PeS3	T:Countess Dracula	Maurice Denham
PeS3	T:Countess Dracula	Patience Collier
PeS3	T:Countess Dracula	Peter Jeffrey
PeS5	T:Hands of the Ripper	Angharad Rees
PeS10	TZ:The Lonely Lady	Pia Zadora
PeS10	TZ:The Lonely Lady	Lloyd Bochner
PeS10	TZ:The Lonely Lady	Bibi Besch
PeS10	TZ:The Lonely Lady	Anthony Holland
PEt10	T:Happy Anniversary	Loriot
PEt10	T:Happy Anniversary	Non Zammit
PFa1	T:Crocodile Dundee	Paul Hogan
PFa1	T:Crocodile Dundee	Linda Koslowski
PFa1	T:Crocodile Dundee	Mark Blum
PFa10	T:Dutch	Ari Megro
PFo15	T:Il Fuoco	Pina Menichelli
PFo20	T:Tigre Reale	Pina Menichelli
PFo20	T:Tigre Reale	Alberto Nepoti
PFo25	T:Hedda Gabler	Pina Menichelli
PFr12	T:Kingpin	Randy Quaid
PFr12	T:Kingpin	Bill Murray
PGD11	T:Der Ehekaefig	Lino Ventura
PGr5	T:The Draughtsman's Contract	Anthony Higgins
PGr5	T:The Draughtsman's Contract	Anne Louise Lambert
PGr5	T:The Draughtsman's Contract	Neil Cunningham
PGr7	T:A Zed and Two Naughts	Andrea Ferreol
PGr10	T:The Belly of an Architect	Marino Mase
PGr10	T:The Belly of an Architect	Alfredo Varelli
PGr12	T:Drowning By Numbers	Bernard Hill
PGr15	T:The Cook, the Thief, His Wife and Her Lover	Alan Howard
PGr15	T:The Cook, the Thief, His Wife and Her Lover	Richard Bohringer
PGr17	T:The Baby of Macon	Ralph Fiennes
PGr17	T:The Baby of Macon	Philip Stone
PGr22	T:8 1/2 Women	Polly Walker
PGr22	T:8 1/2 Women	Anni Shizuka
PGr22	T:8 1/2 Women	Natacha Amal
PGy16	T:Barricade	Morgan Farley
PiG40	T:Divorce Italian Style	Marcello Mastroianni
PlA101	T:The Ikon of Elijah	Paul Altmond
PHa15	T:Venom	Nicol Williamson
PhD2	T:A View from Pompey's Head	Marjorie Rambeau
PhD9	T:Wild in the Country	Millie Perkins
PhG10	T:The Birth of Love	Lou Castel
PhH13	T:Angels and Insects	Patsy Kensit
PhH13	T:Angels and Insects	Mark Rylance
PhK11	T:Ladies of the Chorus	Rand Brooks
PhK50	T:Walking Tall	Noah Beery~jr
PhN14	T:Patriot Games	Patrick Bergin
PhN20	T:The Saint	Rade Serbedzija
PHt1	T:On Her Majesty's Secret Service	Bernard Horsfall
PHt1	T:On Her Majesty's Secret Service	Bernard Lee
PHt1	T:On Her Majesty's Secret Service	Besie Love
PHt1	T:On Her Majesty's Secret Service	Mona Chong
PHt1	T:On Her Majesty's Secret Service	Anouska Hempel
PHt8	TZ:1776	Blythe Danner
PHt11	T:Gold	Ray Milland
PHt11	T:Gold	Bradford Dillman
PHt13	T:Gulliver's Travels	Norman Shelley
PHt20	T:Wild Geese II	Barbara Carrera
PHw10	T:Bill and Ted's Bogus Journey	William Saddler
PHy6	T:Capricorn One	O.J. Simpson
PHy7	TZ:Hanover Street	Alec McCowen
PHy7	TZ:Hanover Street	Michael Sacks
PHy9	TZ:Outland	Peter Boyle
PHy15	T:Running Scared	Billy Crystal
PHy20	T:Presidio	Mark Harmon
PHy25	T:Narrow Margin	Anne Archer
PHy28	T:Stay Tuned	Pam Dawber
PHy29	T:The Star Chamber	Michael Douglas
PHy35	T:Time Cop	Mia Sara
PHy39	T:The Relic	Penelope Ann Miller
PJ7	T:Mutter Krausens Fahrt ins Gl\"uck	Alexandra Schmitt
PJH10	T:Muriel's Wedding	Bill Hunter
PK6	TZ:The Wanderers	Linda Manz
PK7	TZ:The Right Stuff	Barbara Hershey
PK7	T:The Right Stuff	Pamela Reed
PK20	T:Henry and June	Maria deMadeiros
PlB12	T:The Skin Game	Lou Gossett
PlB12	T:The Skin Game	Andrew Duggan
PlB12	T:The Skin Game	Neva Patterson
PlB20	TZ:Class of '44	Oliver Conant
PLe10	T:Monsieur Hire	Luc Thullier
PLf10	T:Le juge	Richard Bohringer
PLf10	T:Le juge	Andrea Ferreol
PLi10	T:June Night	Marianne Lofgren
PLi10	T:June Night	Marianne Aminoff
PlL2	T:The Cat and the Canary	Arthur Carewe
PlL3	T:The Man Who Laughs	Mary Philbin
PlT60	T:Fiorile	Michael Vartan
PlT60	T:Fiorile	Michael Vartan
PlT60	T:Fiorile	Michael Vartan
PlW10	T:City Slickers II, The Legend of Curly's Gold	Billie Crystal
PLy15	T:Cross Country	Michael Ironside
PM1	T:Bob and Carol and Ted and Alice	Paul Mazursky
PM5	T:Next Stop, Greenwich Village	Paul Mazursky
PM6	TZ:An Unmarried Woman	Michael Murphy
PM6	TZ:An Unmarried Woman	Lisa Lucas
PM6	TZ:An Unmarried Woman	Pat Quinn
PM8	TZ:The Tempest	Molly Ringwald
PM8	T:The Tempest	Raul Julia
PM9	TZ:Moscow on the Hudson	Maria Conchita Alonso
PM9	TZ:Moscow on the Hudson	Alejandro Rey
PM10	T:Down and Out in Beverly Hills	Nick Nolte
PM10	T:Down and Out in Beverly Hills	Paul Mazursky
PM11	T:Moon Over Parador	Richard Dreyfuss
PM12	T:Enemies, A Love Story	Alan King
PM12	T:Enemies, A Love Story	Phil Leeds
PM12	T:Enemies, A Love Story	Paul Mazursky
PM15	T:Scenes from a Mall	Bette Midler
PMa5	T:Chandler	Alex Dreier
PMa5	T:Chandler	Mitchell Ryan
PMe10	T:The Ruling Class	Arthur Lowe
PMe10	T:The Ruling Class	Michael Bryant
PMe15	TZ:The Changeling	Melvyn Douglas
PMe32	T:Let Him Have It	Mark McGann
PMo22	T:Andy Warhols's Dracula	Arno Juerging
PMo24	T:The Hound of the Baskervilles	Peter Cook
PmR1	T:Miss Beatty's Children	Barry John
PmR1	T:Miss Beatty's Children	Protima Bedi
PMG10	T:The Running Man	Arnold Schwarzenegger
PNe1	T:Rachel, Rachel	Rachel Newman
PnM10	T:Awakenings	Penelope Anne Miller
PnM10	T:Awakenings	Bradley Whitford
PnM11	T:Year of the Comet	Louis Jordan
PnM11	T:Year of the Comet	Art Malik
PnM12	T:A League of their Own	Madonna
PnM14	T:Renaissance Man	Mark Wahlberg
PnM14	T:Renaissance Man	Paul Abbott
POC10	T:A Month in the Country	Patrick Malahide
POC10	T:A Month in the Country	Natasha Richardson
POC20	T:Zelda	Natasha Richardson
POC26	T:Dancing at Lughnasa	Michael Gambon
POC26	T:Dancing at Lughnasa	Al Karth
PPm10	T:Imagen Latente	Maria Izquierdo
Pri2	T:Graffiti Bridge	Mavis Staples
PRo55	T:Sphinx	Paul Hurst
PRs10	T:The Pope Must Die[t]	Beverly dAngelo
PRs10	T:The Pope Must Die[t]	Peter Richardson
PRs10	T:The Pope Must Die[t]	Paul Bartel
PrWl	T:Don't Cry It's Only Thunder	Lisa Lu
PRz10	T:I've Heard the Mermaids Singing	Paule Baillargeon
PRz10	T:I've Heard the Mermaids Singing	AnneMarie McDonald
PRz15	T:White Room	Maurice Godin
PS1	T:The Great McGinty	Akim Tamiroff
PS1	T:The Great McGinty	Louis Jean Heydt
PS1	T:The Great McGinty	Arthur Hoyt
PS1	T:The Great McGinty	Allyn Joslyn
PS2	T:Christmas in July	Al Bridge
PS2	T:Christmas in July	Raymond Walburn
PS3	T:Sullivan's Travels	Porter Hall
PS3	T:Sullivan's Travels	Margaret Hayes
PS3	T:Sullivan's Travels	Arthur Hoyt
PS3	T:Sullivan's Travels	Monte Blue
PS4	T:The Lady Eve	Barbara Stanwyck
PS4	T:The Lady Eve	Melville Cooper
PS4	T:The Lady Eve	Martha ODiriscoll
PS5	T:The Palm Beach Story	Alan Bridge
PS7	T:The Miracle of Morgan's Creek	Porter Hall
PS7	T:The Miracle of Morgan's Creek	Akim Tamiroff
PS7	T:The Miracle of Morgan's Creek	Alan Bridge
PS7	T:The Miracle of Morgan's Creek	Bobby Watson
PS8	T:Hail the Conquering Hero	Raymond Walburn
PS8	T:Hail the Conquering Hero	Alan Bridge
PS20	T:Unfaithfully Yours	Lionel Stander
PS20	T:Unfaithfully Yours	Al Bridge
PS21	T:The Beautiful Blonde from Bashful Bend	Olga SanJuan
PS21	T:The Beautiful Blonde from Bashful Bend	Porter Hall
PS21	T:The Beautiful Blonde from Bashful Bend	Margaret Hamilton
PSc10	T:Hardcore	Peter Boyle
PSc12	T:American Gigolo	Nina VanPallandt
PSc20	T:Cat People	Malcolm McDowell
PSc20	T:Cat People	Annette OToole
PSc39	T:Touch	Lolita Davidovitch
PSe10	T:Naked Gun 33 1/3: The Final Insult	Priscilla Presley
PSl10	T:Too many Kisses	Richard Dix
PSp10	T:Prison Stories: Women on the Inside	Lolita Davidovich
PSp12	T:Wayne's World	Mike Myers
PSp14	T:The Beverly Hillbillies	Lily Tomlin
PSy10	TZ:To the Devil...A Daughter	Nastassia Kinski
PtC10	T:The Love Letter	Blythe Danner
PtF5	T:Attilo Flagello di Dio	Anthony Quinn
PtP10	T:Wrongfully Accused	Michael York
PtP10	T:Wrongfully Accused	Richard Crenna
PTV10	T:Fear	Ally Sheedy
PUs5	T:Billy Budd	Peter Ustinov
PUs5	T:Billy Budd	Melvyn Douglas
PUs5	T:Billy Budd	Paul Rogers
PUs6	T:Lady L.	Paul Newman
PUs6	T:Lady L.	Peter Ustinov
PUs6	T:Lady L.	Philippe Noiret
PUs6	T:Lady L.	Michel Piccoli
PUs6	T:Lady L.	Marcel Dalio
PVh2	T:Spetters	Renee Soutendijk
PVh15	T:Total Recall	Rachel Ticotin
PVh20	T:Basic Instinct	Michael Douglas
PW4	T:Der Golem	Paul Wegener
PW4	T:Der Golem	Albert Steinruck
PWa10	TZ:House of the Long Shadows	Peter Cushing
PWe2	T:Gidget	Arthur OConnell
PWe10	TZ:Special Delivery	Bo Svenson
PWr2	T:The Cars That Ate Paris	Melissa Jaffa
PWr3	T:Picnic at Hanging Rock	Rachel Roberts
PWr5	T:Gallipoli	Mark Lee
PWr5	T:Gallipoli	Mel Gibson
PWr5	T:Gallipoli	Bill Hunter
PWr6	T:The Year of Living Dangerously	Bill Kerr
PWr6	T:The Year of Living Dangerously	Michael Murphy
PWr6	T:The Year of Living Dangerously	Bembol Rocco
PWr6	T:The Year of Living Dangerously	Noel Ferrier
PWr6	TZ:The Year of Living Dangerously	Paul Sonkkila
PWr8	T:Witness	Alexander Godunov
PWr12	T:Dead Poets Society	Norman Lloyd
PY1	T:Summer Holiday	Melvyn Hayes
PY4	T:Bullitt	Norman Fell
PY7	T:The Friends of Eddie Coyle	Peter Boyle
PY7	T:The Friends of Eddie Coyle	Alex Rocco
PY7	T:The Friends of Eddie Coyle	Mitchell Ryan
PY10	T:The Deep	Nick Nolte
PY10	T:The Deep	Lou Gossett~jr.
PY11	T:Breaking Away	Barbara Barrie
PY11	T:Breaking Away	Paul Dooley
PY13	TZ:For Pete's Sake	Barbra Streisand
PY13	TZ:For Pete's Sake	Michael Sarrazin
PY13	TZ:For Pete's Sake	Molly Picon
PY13	TZ:For Pete's Sake	William Redfield
PY19	TZ:Krull	Lysette Anthony
PY20	TZ:The Dresser	Albert Finney
PY20	TZ:The Dresser	Zena Walker
PY20	TZ:The Dresser	Michael Gough
PY25	T:Suspect	Philip Bosco
PY32	T:Roommates	Peter Falk
PY34	T:Nine Months	Mia Ottell
QMa12	T:The Stud	Mark Burns
QMa12	T:The Stud	Walter Cotell
QTa1	T:Reservoir Dogs	Michael Madsen
QTa3	T:Pulp Fiction	Quentin Tarantino
QTa3	T:Pulp Fiction	Amanda Plummer
RA2	T:Young Winston	Anne Bancroft
RA2	T:Young Winston	Anthony Hopkins
RA2	T:Young Winston	Patrick Magee
RA3	T:A Bridge Too Far	Michael Caine
RA3	T:A Bridge Too Far	Anthony Hopkins
RA3	T:A Bridge Too Far	Maximilian Schell
RA3	T:A Bridge Too Far	Liv Ullman
RA3	T:A Bridge Too Far	Arthur Hill
RA3	T:A Bridge Too Far	Miriam Brickman
RA4	T:Magic	Anthony Hopkins
RA4	T:Magic	AnnMargret
RA5	T:Gandhi	Michael Hodern
RA8	T:A Chorus Line	Michael Douglas
RA8	T:A Chorus Line	Alyson Reed
RA15	T:Chaplin	Milla Josovich
RA15	T:Chaplin	Anthony Hopkins
RA15	T:Chaplin	Penelope Ann Miller
RA15	T:Chaplin	Paul Rhys
RA17	T:Shadowlands	Anthony Hopkins
RA19	T:In Love and War	Mackenzie Aston
RAB10	T:The Black Mantilla	Lina Basquette
RAB11?	T:A Dream of Egypt	Lina Basquette
RAB12?	T:A Romany Rose	Lina Basquette
RAB13?	T:Little Mariana's Triumph	Lina Basquette
RAB14?	T:Amelita's Friend	Lina Basquette
RAC20	TZ:Battlestar Galactica	Lorne Greene
RAC20	TZ:Battlestar Galactica	Ray Milland
RaH15	T:Wrestling Ernest Hemingway	Piper Laurie
RaI50	T:Murder at Monte Carlo	Paul Graetz
RaI50	T:Murder at Monte Carlo	Molly Lamont
RaK5	T:Grease	Olivia NewtonJohn
RaK5	T:Grease	Aloce Ghostley
RaK5	T:Grease	Barry Pearl
RaK5	T:Grease	Michael Tucci
RaK8	TZ:Summer Lovers	Peter Gallagher
RaK10	T:Big Top Pee-wee	Paul Reubens
RaK12	T:Getting it Right	Peter Cook
RaK15	T:Honey, I Blew Up the Kid	Marcia Strassman
RaK15	T:Honey, I Blew Up the Kid	Lloyd E. Bridges
RAl50	T:Countdown	Barbara Baxley
RAl55	T:The Happy Ending	Lloyd Bridges
RAl55	T:The Happy Ending	Nanette fabray
RAl55	T:The Happy Ending	Bobby Darin
RAl62	T:Brewster McCloud	Michael Murphy
RAl62	T:Brewster McCloud	William Windom
RAl62	T:Brewster McCloud	Margaret Hamilton
RAl62	T:Brewster McCloud	Rene Auberjonois
RAl68	T:McCabe and Mrs.~Miller	Rene Auberjonois
RAl70	T:The Long Goodbye	Nina VanPallandt
RAl73	T:Nashville	Barbara Baxley
RAl73	T:Nashville	Richard Baskin
RAl73	T:Nashville	Barbara Harris
RAl73	T:Nashville	Michael Murphy
RAl74	T:Buffalo Bill and the Indians, or Sitting Bull's History Lesson	Paul Newman
RAl74	T:Buffalo Bill and the Indians, or Sitting Bull's History Lesson	Bert Remsen
RAl76	T:A Wedding	Pat McCormick
RAl76	T:A Wedding	Amy Stryker
RAl85	T:Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean	Marta Heflin
RAl87	TZ:Streamers	Matthew Modine
RAl87	TZ:Streamers	Michael Wright
RAl87	TZ:Streamers	Mitchell Lichtenstein
RAl72	T:California Split	Ann Prentiss
RAl72	T:California Split	Barbara Ruick
RAl93	T:The Player	Peter Gallagher
RAl93	T:The Player	Lyle Lovett
RAl93	T:The Player	Angela Hall
RAl93	T:The Player	Peter Gallagher
RAl95	T:Short Cuts	Lyle Lovett
RAl95	T:Short Cuts	Lori Singer
RaR12	T:Shattered Image	Ann Poirot
RaR13	T:Le Temps retrouve	MarieFrance Pisier
RAs10	TZ:Make Mine Mink	Athene Seyler
RAs10	TZ:Make Mine Mink	Billie Whitelaw
RaT1	T:Helter Skelter	Mervyn Johns
RaT1	T:Helter Skelter	Peter Hammond
RaT9	T:Appointment with Venus	Barry Jones
RaT9	T:Appointment with Venus	Noel Purcell
RaT9	T:Appointment with Venus	Bernard Lee
RaT16	T:Doctor at Sea	Maurice Denham
RaT16	T:Doctor at Sea	Michael Medwin
RaT21	TZ:Doctor At Large	Muriel Pavlow
RaT26	T:The Thirty-nine Steps	Barry Jones
RaT26	T:The Thirty-nine Steps	Brenda deBanzie
RaT26	T:The Thirty-nine Steps	Michael Goodliffe
RaT26	T:The Thirty-nine Steps	Reginald Beckwith
RaT30	T:A Pair of Briefs	Brenda deBanzie
RaT30	T:A Pair of Briefs	Liz Fraser
RaT46	T:It's not the Size That Counts	Milo OShea
RaW44	T:The Yellow Ticket	Lionel Barrymore
RaW47	T:The Bowery	Pert Kelton
RaW59	T:The Roaring Twenties	Paul Kelley
RaW59	T:The Roaring Twenties	Pricilla Lane
RaW59	T:The Roaring Twenties	Bert Hanlon
RaW59	T:The Roaring Twenties	Murray Alper
RaW59	T:The Roaring Twenties	Ben Weldon
RaW61	T:They Drive by Night	Paul Hurst
RaW62	T:High Sierra	Alan Curtis
RaW62	T:High Sierra	Artthur Kennedy
RaW63	TZ:They Died With Their Boots On	Olivia deHavilland
RaW63	TZ:They Died With Their Boots On	Arthur Kennedy
RaW63	T:They Died With Their Boots On	Anthony Quinn
RaW63	T:They Died With Their Boots On	Walter Hampden
RaW63	T:They Died With Their Boots On	Regis Toomey
RaW64	T:The Strawberry Blonde	Olivia deHavilland
RaW64	T:The Strawberry Blonde	Alan Hale
RaW66	T:Desperate Journey	Alan Hale
RaW66	T:Desperate Journey	Pat OMoore
RaW72	T:The Man I Love	Andrea King
RaW72	T:The Man I Love	Martha Vickers
RaW72	T:The Man I Love	Alan Hale
RaW73	T:One Sunday Afternoon	Ben Blue
RaW78	T:Blackbeard the Pirate	Alan Mowbray
RaW78	T:Blackbeard the Pirate	Anthony Caruso
RaW82	T:Battle Cry	Aldo Ray
RaW82	T:Battle Cry	Mona Freeman
RaW82	T:Battle Cry	Raymond Massey
RaW82	T:Battle Cry	Nancy Olson
RaW82	T:Battle Cry	Anne Francis
RaW85	T:Band of Angels	Patric Knowles
RaW85	T:Band of Angels	Rex Reason
RaW85	T:Band of Angels	Andrea King
RBa12	T:Cool World	Brad Pitt
RbC1	T:Amsterdam Kill	Bradford Dillman
RbC10	T:Enter the Dragon	Ahna Capri
RbC28	TZ:Run Stranger, Run	Patricia Neal
RbC28	TZ:Run Stranger, Run	Bobby Darin
RbD10	TZ:Greaser's Palace	Albert Henderson
RbD10	TZ:Greaser's Palace	Allan Arbus
RbD10	TZ:Greaser's Palace	Michael Sullivan
RbD10	TZ:Greaser's Palace	Luana Anders
RBe5	TZ:Still of the Night	Meryl Streep
RBe12	T:Billy Bathgate	Loren Dean
RBe12	T:Billy Bathgate	Moira Kelly
RBe15	T:Nobody's Fool	Melanie Griffith
RBi10	T:Vampire's Kiss	Bob Lujan
RBl10	T:Lemora, the Lady Dracula	Rainbeaux Smith
RbM1	T:Murder by Death	Peter Falk
RbM1	T:Murder by Death	Peter Sellers
RbM1	T:Murder by Death	Maggie Smith
RbM1	T:Murder by Death	Nancy Walker
RbR1	T:This is Spinal Tap	Patrick MacNee
RbR1	T:This is Spinal Tap	Billy Crystal
RbR1	T:This is Spinal Tap	Paul Shaffer
RbR3	T:The Princess Bride	Wallace Shawn
RbR3	T:The Princess Bride	Andre theGiant
RbR3	T:The Princess Bride	Peter Cook
RbR3	T:The Princess Bride	Mel Smith
RbR14	T:A Few Good Men	Michael deLeon
RBS15	T:That Wonderful Urge	Reginald Gardiner
RBS15	T:That Wonderful Urge	Arleen Wheelan
RBS15	T:That Wonderful Urge	Lucile Watson
RBS15	T:That Wonderful Urge	Porter Hall
RBt6	T:The Guinea Pig	Richard Attenborough
RBt6	T:The Guinea Pig	Bernard Miles
RBt17	T:There's a Girl in my Soup	Nicky Henson
RBt20	T:The Last Word	Martin Landau
RBu15	T:Night of the Juggler	Richard Castellano
RC10	T:A Nous la Libert\'e	Paul Olivier
RC12	T:The Last Millionaire	Max Dearly
RC18	T:It Happened Tomorrow	Linda Darnell
RC21	T:La Beaut\'e du Diable	Michel Simon
RC21	T:La Beaut\'e du Diable	Raymond Cordy
RC21	T:La Beaut\'e du Diable	Nicole Besnard
RC21	T:La Beaut\'e du Diable	Paolo Stoppa
RcB1	T:Crisis	Antonio Moreno
RcB3	T:Deadline USA	Paul Stewart
RcB3	T:Deadline USA	Audrey Christie
RcB8	T:The Blackboard Jungle	Anne Francis
RcB8	T:The Blackboard Jungle	Allison Hayes
RcB13	T:Cat on a Hot Tin Roof	Madelaine Sherwood
RcB14	T:Elmer Gantry	Arthur Kennedy
RcB14	T:Elmer Gantry	Arthur Kennedy
RcB14	T:Elmer Gantry	Rex Ingram
RcB14	T:Elmer Gantry	Philip Ober
RcB16	T:Lord Jim	Paul Lukas
RcB16	T:Lord Jim	Akim Tamiroff
RcB17	T:The Professionals	Ralph Bellamy
RcB25	TZ:Bite the Bullet	Ben Johnson
RcB30	T:Looking for Mr.~Goodbar	Alan Feinstein
RcB40	TZ:Wrong is Right	Marianne Marks
