STAGENM	BIRTHNM	FIRSTNM	DOB	ORIGIN	GENDER	TIME_INTERVAL_START_TIMESTAMP	TIME_INTERVAL_END_TIMESTAMP
Mark Damon	Doman	Mark	#	\Am	M	2005-07-07 17:22:15.272	2005-07-07 18:33:46.879
Leona Dana	#	#	#	\Un	F	2005-07-08 14:26:20.254	2005-07-08 15:35:12.223
Mara Danaud	#	#	#	\Un	F	2005-07-08 08:10:47.738	2005-07-08 09:23:31.052
Charles Dance	#	#	#	\Un	M	2005-07-08 10:39:38.395	2005-07-08 11:33:31.494
Mirella D'Angelo	#	#	#	\Un	F	2005-07-08 11:40:11.258	2005-07-08 11:47:46.604
Rodney Dangerfield	#	#	#	\Un	M	2005-07-08 13:08:58.23	2005-07-08 14:15:02.779
Suzanne Danielle	#	#	#	\Un	F	2005-07-07 18:58:16.663	2005-07-07 19:36:11.886
Anthony Daniels	#	#	#	\Un	M	2005-07-08 03:49:30.558	2005-07-08 04:38:25.635
Bebe Daniels	Daniels	Virginia	1901	\Am	F	2005-07-08 09:34:56.022	2005-07-08 10:28:08.017
Jeff Daniels	#	#	#	\Un	M	2005-07-08 03:53:20.507	2005-07-08 05:05:18.644
Blythe Danner	Danner	Blythe	1945	\Am	F	2005-07-08 07:39:59.461	2005-07-08 07:44:10.204
Sybil Danning	#	#	#	\Un	F	2005-07-08 11:10:45.782	2005-07-08 11:12:10.363
Ted Danson	Danson	Ted	1952	\Am	M	2005-07-07 20:02:41.488	2005-07-07 20:15:56.997
Michael Dante	Vitti	Ralph	1931	\Am	M	2005-07-08 03:23:36.351	2005-07-08 04:28:48.26
Tony Danza	#	#	#	\Un	#	2005-07-08 07:50:12.22	2005-07-08 08:20:07.519
Patti D'Arbanville	#	#	#	\Un	F	2005-07-08 07:39:53.552	2005-07-08 07:51:30.649
Ruth Dardick	#	#	#	\Un	F	2005-07-08 10:19:59.321	2005-07-08 10:55:12.429
Frank Darien	#	#	#	\Un	M	2005-07-08 04:56:31.002	2005-07-08 05:02:26.167
Bobby Darin	Cassotto	Walden Robert	1936	\Am	M	2005-07-07 16:23:27.169	2005-07-07 17:36:24.507
Danielle Darrieux	Darrieux	Danielle	1917	\Fr	F	2005-07-08 06:43:51.664	2005-07-08 06:44:33.916
Jane Darwell	Woodward	Patti	1880	\Am	F	2005-07-08 08:15:22.223	2005-07-08 08:32:20.0
Howard daSilva	Siverblatt	Harold	1909	\Am	M	2005-07-08 11:42:58.655	2005-07-08 13:07:27.314
Jules Dassin	Dassin	Jules	1911	\Am	M	2005-07-08 12:36:15.939	2005-07-08 13:40:38.05
Jean Daste	#	#	#	\Un	#	2005-07-08 01:44:48.575	2005-07-08 02:08:38.49
Elyssa Davalos	#	#	#	\Un	F	2005-07-08 06:58:02.37	2005-07-08 07:51:49.753
Doris Davenport	#	#	#	\Un	F	2005-07-07 19:56:17.685	2005-07-07 20:30:51.416
Eileen Davidson	#	#	#	\Un	F	2005-07-08 10:42:43.012	2005-07-08 11:21:27.136
John Davidson	Davidson	John	1886	#	M	2005-07-08 13:36:40.073	2005-07-08 14:16:23.838
Clifton Davis	#	#	#	\Un	M	2005-07-08 03:00:43.262	2005-07-08 03:24:06.555
Geena Davis	#	#	#	\Am	F	2005-07-08 00:40:52.478	2005-07-08 00:48:37.113
Gene Davis	#	#	#	\Un	M	2005-07-07 22:52:20.268	2005-07-07 23:05:12.011
Joan Davis	Davis	Joan	1907	\Am	F	2005-07-08 02:03:40.275	2005-07-08 03:08:53.99
Judy Davis	Davis	Judy	1956	\Au	F	2005-07-08 09:22:23.552	2005-07-08 09:24:32.078
Larry Davis	#	#	#	\Un	M	2005-07-08 13:29:08.23	2005-07-08 14:53:14.99
Lyndon Davis	#	#	#	\Un	M	2005-07-08 06:15:15.231	2005-07-08 06:41:30.007
Mac Davis	#	#	#	\Un	M	2005-07-08 14:59:21.382	2005-07-08 15:05:26.487
Miles Davis	#	#	#	\Un	M	2005-07-07 20:42:56.906	2005-07-07 20:50:52.627
Phyllis Davis	#	#	#	\Un	F	2005-07-08 05:21:35.077	2005-07-08 06:09:48.971
Roger Davis	#	#	#	\Un	M	2005-07-07 22:27:28.767	2005-07-07 22:50:47.103
Sonny Carl Davis	#	#	#	\Un	M	2005-07-08 11:40:04.875	2005-07-08 12:21:56.709
Bruce Davison	Davison	Bruce	1948	\Am	M	2005-07-08 02:57:29.692	2005-07-08 02:58:20.274
Marjorie Daw	#	#	#	\Un	M	2005-07-08 15:00:38.119	2005-07-08 15:46:49.835
Marpessa Dawn	#	#	#	\Un	F	2005-07-07 23:16:29.05	2005-07-08 00:27:25.106
Clayton Day	#	#	#	\Un	M	2005-07-08 02:00:11.59	2005-07-08 02:43:48.619
Dennis Day	Day	Dennis	#	\Ct	M	2005-07-07 20:40:05.875	2005-07-07 20:51:30.771
Doris Day	Kappelhoff	Doris	1924	\Am	F	2005-07-08 09:15:59.106	2005-07-08 09:35:15.639
Frances Day	Day	Frances	1908	\Ge(Ru)	F	2005-07-08 04:28:52.1	2005-07-08 05:22:05.715
Lawrence Day	#	#	#	\Un	M	2005-07-08 15:22:38.897	2005-07-08 15:54:44.16
Marceline Day	#	#	#	\Un	F	2005-07-07 17:00:22.926	2005-07-07 17:33:20.695
Brian Deacon	#	#	#	\Un	M	2005-07-07 17:05:43.295	2005-07-07 18:22:56.724
Isabel Dean	Hodgkinson	Isabel	1918	\Br	F	2005-07-08 06:47:29.335	2005-07-08 06:58:34.851
Laura Dean	#	#	#	\Un	F	2005-07-07 20:03:14.454	2005-07-07 20:42:21.111
Darcia Deane	#	#	#	\Un	F	2005-07-08 09:46:05.485	2005-07-08 10:38:06.459
Maria DeAragon	#	#	#	\Un	F	2005-07-07 20:17:37.337	2005-07-07 21:42:08.707
Kristine DeBell	#	#	#	\Un	F	2005-07-08 07:51:49.131	2005-07-08 08:29:52.51
John DeBello	#	#	#	\Un	M	2005-07-08 12:49:27.28	2005-07-08 14:13:55.615
Nigel deBrulier	deBrulier	Nigel	1878	\Br	M	2005-07-08 00:59:46.388	2005-07-08 02:19:00.444
Rosemary de Camp	Camp	Rosemary	1913	\Am	F	2005-07-08 07:44:03.55	2005-07-08 08:06:43.265
Yvonne deCarlo	Middleton	Peggy	1922	\Ca	F	2005-07-08 14:25:37.691	2005-07-08 14:39:08.186
Ted DeCorsia	DeCorsia	Ted	1904	\Am	M	2005-07-07 22:56:32.814	2005-07-07 23:59:36.035
Sandra Dee	Zuck	Alexandra	1942	\Am	F	2005-07-08 14:43:13.605	2005-07-08 15:50:12.716
Ermelinda deFelice	#	#	#	\Un	F	2005-07-08 14:49:58.956	2005-07-08 14:54:19.654
Eduardo DeFilippo	Passarelli	Eduardo	1900	\It	M	2005-07-08 13:09:05.127	2005-07-08 13:14:44.045
Luca DeFilippo	Passarelli	Luca	#	\It	M	2005-07-08 03:40:46.832	2005-07-08 04:45:28.617
Willem Defoe	#	#	#	\Un	M	2005-07-08 04:02:22.793	2005-07-08 04:57:53.055
Nicholas DeGunzberg	West	Julian	#	\Da nish	M	2005-07-07 16:46:09.844	2005-07-07 17:59:14.119
Olivia deHavilland	de Havilland	Olivia	1916	\Br	F	2005-07-07 16:11:42.22	2005-07-07 17:22:53.126
John Dehner	Forkum	John	1915	#	M	2005-07-07 15:36:43.463	2005-07-07 16:43:16.757
Albert Dekker	Dekker	Albert	1905	\Am-\Du	M	2005-07-08 06:15:52.039	2005-07-08 07:13:05.347
Frank deKova	#	#	#	\Un	M	2005-07-07 15:56:03.227	2005-07-07 16:35:16.984
Suzy Delair	Delair	Suzy	1916	\Fr	F	2005-07-08 13:19:13.677	2005-07-08 14:27:50.161
Cyril Delevanti	Delevanti	Cyril	1887	\Br	M	2005-07-08 05:43:01.621	2005-07-08 07:02:56.504
Alain Delon	Delon	Alain	1935	\Fr	M	2005-07-08 10:17:17.439	2005-07-08 10:36:40.042
Carla DelPoggio	DelPoggio	Carla	#	\It	F	2005-07-07 16:03:04.981	2005-07-07 16:56:23.162
Julie Delpy	Delpy	Julie	1969	\Fr	F	2005-07-08 04:41:07.057	2005-07-08 05:03:07.331
Dom DeLuise	De Luise	Dom	1933	\Am	M	2005-07-08 15:09:35.363	2005-07-08 16:03:54.619
Robert Deman	#	#	#	\Un	M	2005-07-07 15:54:59.816	2005-07-07 16:07:58.886
Terrence deMarney	de Marney	Terrence	1909	\Br	M	2005-07-08 09:24:59.407	2005-07-08 09:42:11.705
Cecil B. DeMille	De Mille	Cecil	1881	\Am	M	2005-07-07 20:10:33.967	2005-07-07 20:35:39.898
Mylene Demongeot	Demongeot	Mylene	1936	\Fr	F	2005-07-08 01:32:52.438	2005-07-08 02:53:30.945
Rebecca deMorney	#	#	#	\Un	F	2005-07-08 13:27:45.963	2005-07-08 13:40:26.818
Judi Dench	Dench	Judi	1934	\Br	F	2005-07-08 04:03:23.075	2005-07-08 05:28:29.369
Sandy Dennis	Dennis	Sandra Dale	1937	#	F	2005-07-08 06:24:41.598	2005-07-08 06:26:50.152
Raymond Denny	#	#	#	\Un	M	2005-07-07 19:03:05.5	2005-07-07 20:08:41.953
Reginald Denny	Daymore	Reginald Leigh	1891	\Br	M	2005-07-08 02:59:24.942	2005-07-08 03:41:23.711
Rossy dePalma	#	#	#	\Un	#	2005-07-07 17:15:09.994	2005-07-07 18:44:09.074
Elisabeth Depardieu	#	#	#	\Un	F	2005-07-08 15:02:52.391	2005-07-08 15:55:24.814
Frederic dePasquale	#	#	#	\Un	M	2005-07-07 22:48:11.078	2005-07-08 00:13:53.756
Emilie Dequenne	Dequenne	Emilie	1971	\Be lgium	F	2005-07-08 03:35:53.292	2005-07-08 04:29:27.395
Bo Derek	Collins	Mary Cathleen	1957	\Am	F	2005-07-08 09:31:14.931	2005-07-08 10:54:47.39
Bruce Dern	Dern	Bruce	1936	\Am	M	2005-07-08 04:13:11.212	2005-07-08 04:43:48.822
Laura Dern	Dern	Laura	1967	\Un	F	2005-07-08 13:47:58.503	2005-07-08 13:53:56.39
Cleavant Derricks	#	#	#	\Un	#	2005-07-08 02:48:37.241	2005-07-08 04:04:17.723
Anne DeSalvo	#	#	#	\Un	F	2005-07-08 11:10:39.339	2005-07-08 12:16:58.369
Joe DeSantis	#	#	#	\Un	M	2005-07-08 02:52:50.227	2005-07-08 04:10:18.211
Vittorio DeSica	DeSica	Vittorio	1901	\Am	M	2005-07-08 00:29:51.33	2005-07-08 01:18:26.528
Ed DeStefane	#	#	#	\Un	M	2005-07-08 01:03:36.379	2005-07-08 02:32:40.02
William Devane	#	#	#	\Un	M	2005-07-08 09:55:33.594	2005-07-08 10:46:37.231
Danny deVito	#	#	#	#	M	2005-07-08 03:41:11.186	2005-07-08 04:05:29.689
Joe Devlin	Devlin	J.G.	#	\Ct	M	2005-07-07 21:07:01.767	2005-07-07 22:34:52.086
William Devlin	Devlin	William	#	\Ct	M	2005-07-07 17:29:00.772	2005-07-07 17:43:42.787
Patrick Dewaere	Dewaere	Patrick	#	\Ct	M	2005-07-08 08:56:27.386	2005-07-08 09:03:42.737
William Dewhurst	#	#	#	\Un	M	2005-07-08 00:30:13.721	2005-07-08 01:11:49.881
Billy DeWolf	#	#	#	\Un	#	2005-07-07 23:35:13.027	2005-07-07 23:40:37.926
Selma Diamond	Diamond	Selma	#	\Un	F	2005-07-08 07:50:12.987	2005-07-08 08:59:13.284
Cameron Diaz	Diaz	Cameron	1970	\Un	G	2005-07-07 21:57:47.04	2005-07-07 23:25:09.826
Bobby DiCicco	#	#	#	\Un	#	2005-07-08 04:32:26.815	2005-07-08 05:30:04.566
Lucinda Dickey	#	#	#	\Un	F	2005-07-08 09:57:13.504	2005-07-08 10:11:29.233
Marlene Dietrich	von Losch	Maria M.	1901	\Ge	F	2005-07-08 09:10:11.506	2005-07-08 09:44:09.31
Anton Diffring	Diffring	Anton	1918	\Ge	M	2005-07-08 02:03:45.88	2005-07-08 02:35:06.309
Arthur Dignam	Dignam	Arhur	#	\Au	M	2005-07-07 21:08:06.081	2005-07-07 22:25:41.324
Mark Dignam	Dignam	Mark	1909	\Br	M	2005-07-08 11:56:48.513	2005-07-08 12:24:22.851
Phyllis Diller	Diller	Phyllis	1917	\Am	F	2005-07-08 15:09:04.165	2005-07-08 15:30:09.893
Matt Dillon	Dillon	Matt	1964	\Un	M	2005-07-08 07:18:34.925	2005-07-08 08:00:16.335
Richard Dimbleby	#	#	#	\Un	M	2005-07-08 09:55:30.025	2005-07-08 10:54:40.838
Celine Dion	Celine	Dion	1969	\Ca	F	2005-07-07 22:45:29.572	2005-07-07 23:30:22.71
Piero DiOrio	#	#	#	\Un	M	2005-07-07 22:57:42.553	2005-07-07 22:59:11.415
Dante DiPaolo	DiPaolo	Dante	#	\It	#	2005-07-07 16:45:16.639	2005-07-07 17:50:16.317
Loretta Divine	#	#	#	\Un	F	2005-07-08 11:32:08.969	2005-07-08 12:24:47.095
Richard Dix	Dix	Richard	1894	\Am	M	2005-07-08 14:57:54.912	2005-07-08 15:12:39.565
Donna Dixon	#	#	#	\Un	F	2005-07-08 13:47:06.687	2005-07-08 15:15:29.026
Ivan Dixon	#	#	#	\Un	M	2005-07-08 07:02:00.748	2005-07-08 08:01:41.531
Jean Dixon	Dixon	Jean	1896	\Am	F	2005-07-08 07:21:21.534	2005-07-08 08:48:10.018
Gitty Djamal	#	#	#	\Un	F	2005-07-08 04:58:47.718	2005-07-08 06:05:25.017
Joe Dobisch	#	#	#	\Un	M	2005-07-08 11:22:41.776	2005-07-08 11:49:54.618
Claire Dodd	Dodd	Claire	1908	\Am	F	2005-07-07 21:15:47.594	2005-07-07 22:45:02.686
John Doe	bn	fn	1953	\Am	M	2005-07-08 09:04:03.567	2005-07-08 09:21:21.171
William Doherty	#	#	#	\Un	M	2005-07-08 03:39:47.522	2005-07-08 05:03:14.197
Placido Domingo	Domingo	Placido	1940	\It	M	2005-07-08 00:25:08.592	2005-07-08 00:29:41.861
Arturo Dominici	#	#	#	\Un	M	2005-07-08 07:39:03.144	2005-07-08 08:23:36.489
Ruth Donelly	#	#	#	\Un	F	2005-07-08 11:40:26.636	2005-07-08 11:50:08.933
Donal Donnelly	Donelly	Donal	#	\Ir	M	2005-07-08 11:58:06.937	2005-07-08 12:51:09.548
Patrice Donnelly	#	#	#	\Un	#	2005-07-08 08:48:46.892	2005-07-08 08:51:30.577
Ruth Donnelly	Donnelly	Ruth	1896	\Am	F	2005-07-08 14:34:55.858	2005-07-08 14:57:08.746
King Donovan	fn	gn	#	\Br	M	2005-07-08 01:49:10.865	2005-07-08 02:54:33.404
James Doohan	#	#	#	\Un	M	2005-07-08 04:25:27.274	2005-07-08 05:25:19.856
Robert Doqui	#	#	#	\Un	M	2005-07-08 13:02:24.894	2005-07-08 13:19:09.851
Angela Dorian	#	#	#	\Un	F	2005-07-08 02:28:10.7	2005-07-08 02:44:39.356
Dolores Dorn	Dorn-Heft	D	1935	\Am	F	2005-07-07 19:39:52.386	2005-07-07 20:15:49.643
Philip Dorn	vanDongen	Frits	1905	\Du	M	2005-07-08 10:46:33.487	2005-07-08 12:01:27.459
Sandra Dorn	Dorn	Sandra	1925	\Br	F	2005-07-08 11:22:10.533	2005-07-08 12:34:56.615
Fifi D\'Orsay	Lussier	Yvonne	1904	\Ca	F	2005-07-08 10:11:14.387	2005-07-08 10:59:52.803
Susana Dosamantes	#	#	#	\Un	F	2005-07-08 05:43:52.879	2005-07-08 06:12:37.134
Roy Dotrice	Dotrice	Roy	1923	\Br	M	2005-07-07 21:44:19.259	2005-07-07 22:20:24.88
Diana Douglas	#	#	#	\Un	F	2005-07-08 11:09:52.207	2005-07-08 11:16:32.876
Donald Douglas	Douglas	Donald	1905	\Am	M	2005-07-07 21:37:46.593	2005-07-07 22:08:25.109
Kent Douglas	#	#	#	\Un	M	2005-07-08 04:28:57.199	2005-07-08 05:47:57.135
Kirk Douglas	Demsky	Issur Danielovitch	1916	\Am	M	2005-07-07 22:41:44.698	2005-07-07 22:44:50.543
Melvyn Douglas	Hesselberg	Melvyn	1901	\Am	M	2005-07-07 17:35:21.682	2005-07-07 18:00:16.872
Robyn Douglas	#	#	#	\Un	#	2005-07-08 05:55:23.144	2005-07-08 07:10:32.143
Sarah Douglas	#	#	#	\Un	F	2005-07-08 08:29:46.534	2005-07-08 08:55:29.698
Peggy Dow	Varnadow	Peggy	1928	\Am	F	2005-07-07 21:13:28.118	2005-07-07 21:27:12.103
Joan Dowling	Dowling	Joan	1929	\Br	F	2005-07-08 07:37:55.052	2005-07-08 08:22:07.975
Robert Downey~jr.	Downey	Robert~jr.	1965	\Am	M	2005-07-08 13:11:26.419	2005-07-08 13:48:48.506
Betsy Drake	Drake	Betsy	#	\Am	F	2005-07-07 21:10:10.816	2005-07-07 21:37:36.298
Paul Drake	#	#	#	\Un	M	2005-07-08 12:23:13.774	2005-07-08 13:35:09.063
Tom Drake	Drake	Tom	1918	\Am	F	2005-07-08 14:53:50.023	2005-07-08 15:56:39.742
Patrick Dray	#	#	#	\Un	M	2005-07-07 17:07:30.826	2005-07-07 17:42:35.567
Alex Dreier	Dreier	Alex	1916	\Am	M	2005-07-08 03:25:59.541	2005-07-08 04:08:46.484
Ellen Drew	Ray	Terry	1915	\Am	F	2005-07-08 06:10:45.118	2005-07-08 07:26:21.482
James Drury	Drury	James	1934	\Am	M	2005-07-07 23:32:13.049	2005-07-08 00:51:09.395
Don Dubbins	Dubbins	Don	1929	\Am	M	2005-07-08 10:35:58.188	2005-07-08 10:55:31.885
Lesley Dudley	#	#	#	\Un	#	2005-07-08 07:07:25.957	2005-07-08 08:01:14.65
Julia Duffy	Hinds	Julia	1951	\Am	F	2005-07-08 09:37:43.771	2005-07-08 11:06:29.593
Patrick Duffy	#	#	#	\Un	M	2005-07-08 00:29:14.173	2005-07-08 01:45:14.004
Andrew Duggan	Duggan	Andrew	1923	\Am	M	2005-07-08 03:24:57.204	2005-07-08 04:48:50.789
Richard Duggan	#	#	#	\Un	M	2005-07-08 13:02:07.355	2005-07-08 13:51:19.552
Olympia Dukakis	#	#	#	\Un	F	2005-07-08 13:11:14.518	2005-07-08 13:59:23.338
Jane Dulo	#	#	#	\Un	F	2005-07-07 23:07:54.429	2005-07-07 23:37:19.614
Sandra Dumas	#	#	#	\Un	F	2005-07-08 01:56:57.11	2005-07-08 02:13:04.176
Gerald duMaurier	#	#	#	\Un	M	2005-07-08 03:35:45.068	2005-07-08 04:26:11.224
Douglass Dumbrille	Dumbrille	Douglass	1890	\Ca	M	2005-07-08 02:36:43.222	2005-07-08 04:05:38.587
Carmen Duncan	#	#	#	\Un	F	2005-07-08 13:58:41.993	2005-07-08 14:43:43.445
Mary Duncan	Duncan	Mary	1903	\Am	F	2005-07-08 06:05:14.88	2005-07-08 07:32:54.677
Sandy Duncan	Duncan	Sandy	1946	\Am	F	2005-07-08 03:27:33.174	2005-07-08 03:31:21.087
Victor Dunlop	#	#	#	\Un	M	2005-07-07 18:49:19.52	2005-07-07 20:18:23.771
Liam Dunn	#	#	#	\Un	#	2005-07-08 06:02:07.135	2005-07-08 07:31:38.929
Robert Dunn	#	#	#	\Un	M	2005-07-08 12:00:27.74	2005-07-08 12:29:06.183
Griffin Dunne	Dunne	Griffin	1955	\Am	M	2005-07-08 05:11:43.427	2005-07-08 06:30:34.464
Steve Dunne	#	#	#	\Un	M	2005-07-07 20:07:40.688	2005-07-07 21:03:03.744
Don Dunphy	#	#	#	\Un	M	2005-07-08 15:25:10.899	2005-07-08 16:41:47.989
Minnie Dupree	Dupree	Minnie	1873	\Am	F	2005-07-07 16:44:29.889	2005-07-07 17:57:00.318
Ann Duprey	#	#	#	\Un	F	2005-07-08 02:08:59.729	2005-07-08 03:16:33.736
Anthony Durbee	#	#	#	\Un	M	2005-07-07 20:20:14.501	2005-07-07 20:49:48.152
Monique Dury	#	#	#	\Un	F	2005-07-08 15:21:56.84	2005-07-08 16:30:28.34
Robert Duvall	Duvall	Robert	1931	\Am	M	2005-07-08 02:15:57.497	2005-07-08 03:19:59.532
Shelley Duvall	Duvall	Shelley	1949	\Am	F	2005-07-08 13:43:37.948	2005-07-08 15:04:15.226
Ann Dvorak	McKim	Ann	1912	\Am	M	2005-07-08 06:52:47.008	2005-07-08 08:01:53.927
Peter Dvorsky	#	#	#	\Un	M	2005-07-08 10:09:49.579	2005-07-08 10:32:01.073
Leslie Dwyer	Dwyer	Leslie	1906	\Br	M	2005-07-08 15:02:41.638	2005-07-08 15:16:59.623
Franklin Dyall	Dyall	Franklin	1874	\Br	M	2005-07-08 15:12:59.317	2005-07-08 16:42:42.14
Cameron Dye	#	#	#	\Un	M	2005-07-08 03:08:41.334	2005-07-08 03:43:26.877
Bob Dylan	Zimmerman	Robert	#	\Am	M	2005-07-08 08:35:33.509	2005-07-08 09:00:54.78
Richard Dysart	#	#	#	\Un	M	2005-07-08 00:23:02.339	2005-07-08 01:42:12.744
William Dysart	#	#	#	\Un	M	2005-07-07 22:44:23.16	2005-07-08 00:02:37.318
George Dzunda	Dzunda	George	#	\Un	M	2005-07-07 19:23:43.677	2005-07-07 20:45:21.716
George Eastman	#	#	#	\Un	M	2005-07-07 17:34:42.808	2005-07-07 18:07:24.804
Marilyn Eastman	#	#	#	\Un	F	2005-07-08 12:52:58.597	2005-07-08 13:12:45.682
Alison Eastwood	#	#	#	\Am	F	2005-07-08 02:58:46.744	2005-07-08 03:42:52.781
Clint Eastwood	Eastwood	Clint	1930	\Am	M	2005-07-08 01:27:14.205	2005-07-08 02:31:59.263
Francesca Eastwood	#	#	1994	\Am	F	2005-07-07 17:53:38.844	2005-07-07 19:03:15.262
Kimber Eastwood	#	#	#	\Am	F	2005-07-07 18:58:55.125	2005-07-07 19:43:04.123
Kyle Eastwood	#	#	#	\Un	#	2005-07-08 12:18:10.302	2005-07-08 13:13:57.353
Shirley Eaton	Eaton	Shirley	#	\Br	F	2005-07-07 16:20:18.303	2005-07-07 17:22:33.754
Horst Ebersberg	#	#	#	\Un	M	2005-07-08 01:14:14.137	2005-07-08 01:15:53.186
Hasse Eckman	Hasse	Eckman	1915	\Sw	#	2005-07-08 10:23:27.441	2005-07-08 11:24:28.997
Nelson Eddy	Eddy	Nelson	1901	\Am	M	2005-07-08 13:08:21.939	2005-07-08 14:12:56.882
Vince Edwards	Zoine	Vincento Eduardo	1928	\Am	M	2005-07-08 14:54:41.979	2005-07-08 15:47:41.666
Richard Egan	Egan	Richard	1921	\Am	M	2005-07-08 08:26:19.782	2005-07-08 08:42:26.746
Sally Eilers	Eilers	Sally	1908	\Am	F	2005-07-07 21:11:08.998	2005-07-07 22:17:18.183
Anthony Eisley	Eisley	Fred	#	\Ct	M	2005-07-07 23:23:23.18	2005-07-08 00:37:54.183
Anita Ekberg	Ekberg	Anita	1931	\Sw	F	2005-07-08 14:05:42.15	2005-07-08 14:31:23.066
Laura Elliot	Elliot	Laura	1929	\Am	F	2005-07-08 04:37:35.495	2005-07-08 05:37:57.979
Denholm Elliott	Elliott	Denholm	1922	\Br	M	2005-07-07 20:06:11.835	2005-07-07 21:35:04.679
Edward Ellis	Ellis	Edward	1872	\Am	M	2005-07-08 10:38:00.459	2005-07-08 11:48:42.358
Isobel Elsom	Reed	Isobel	1893	\Br	F	2005-07-08 09:58:39.498	2005-07-08 11:11:08.809
Robert Emhardt	Emhardt	Robert	1916	\Am	M	2005-07-08 12:07:21.673	2005-07-08 13:16:54.758
Henry Ephron	Ephron	Henry	1911	\Ct	M	2005-07-08 06:56:58.387	2005-07-08 08:08:56.501
Leif Erickson	Anderson	William	1911	\Am	M	2005-07-07 18:29:38.968	2005-07-07 18:46:47.635
David Essex	Essex	David	1947	\Br	M	2005-07-07 16:43:58.383	2005-07-07 16:46:31.847
Gene Evans	Evans	Gene	1922	\Am	M	2005-07-08 15:17:36.866	2005-07-08 16:36:53.45
Judith Evelyn	Allen	J.E.	1913	\Am	F	2005-07-08 04:55:17.895	2005-07-08 05:31:58.7
Fabio	Lanzoni	Fabio	1961	\It	M	2005-07-08 05:58:26.312	2005-07-08 06:50:09.028
Douglas Fairbanks~sr	Ullman	Douglas	1883	\Am	M	2005-07-08 00:30:24.98	2005-07-08 01:27:18.997
Chris Farley	Farley	Chris	#	#	#	2005-07-08 06:29:00.275	2005-07-08 07:55:50.206
Franklyn Farnum	Farnum	Franklyn	1876	\Am	M	2005-07-08 03:00:43.118	2005-07-08 04:12:04.439
William Farnum	Farnum	William	1876	\Am	M	2005-07-07 16:52:53.817	2005-07-07 18:16:37.881
David Farrar	Farrar	David	1908	\Br	M	2005-07-08 07:33:48.819	2005-07-08 08:42:45.57
Farrah Fawcett	FawcettMajors	Farrah	1947	\Am	F	2005-07-08 05:46:21.671	2005-07-08 06:32:14.729
Alice Faye	Leppert	Alice	1912	\Am	F	2005-07-07 20:10:49.143	2005-07-07 20:48:58.216
Bekim Fehmiu	Fehmiu	Bekim	1932	\Cz	M	2005-07-08 09:53:41.873	2005-07-08 11:20:12.714
Marty Feldman	Feldman	Marty	1933	\Br	M	2005-07-08 12:17:56.354	2005-07-08 12:20:39.881
Maria Felix	Felix	Maria	1915	\Me	F	2005-07-08 02:39:32.531	2005-07-08 03:36:25.021
Norman Fell	Fell	Norman	1928	\Am	M	2005-07-08 04:36:05.739	2005-07-08 04:54:14.913
Edith Fellows	Fellows	Edith	1923	\Am	F	2005-07-08 05:10:13.923	2005-07-08 05:35:22.976
Sherilyn Fenn	Fenn	Sherilyn	1965	\Ct	F	2005-07-08 03:29:27.535	2005-07-08 04:33:59.664
Frank Ferguson	Ferguson	Frank	1899	\Am	M	2005-07-07 16:29:41.27	2005-07-07 17:52:10.678
Fernandel	Contandin	Fernand	1903	\Fr	M	2005-07-07 20:01:36.877	2005-07-07 20:21:57.677
Wilhelmina Fernandez	Fernandez	Wilhelmina Wiggins	#	#	F	2005-07-07 23:00:15.787	2005-07-08 00:01:50.895
Mel Ferrer	Ferrer	Mel	1917	\Am	M	2005-07-08 06:03:50.561	2005-07-08 07:16:07.53
Benoit Ferreux	#	#	1955	\Fr	M	2005-07-07 16:39:09.016	2005-07-07 16:46:47.645
Stepin Fetchit	Perry	Lincoln	1898	\Am	M	2005-07-08 12:40:57.147	2005-07-08 13:13:22.469
Mary Field	Field	Mary	1905	\Am	F	2005-07-08 11:07:06.255	2005-07-08 11:07:55.446
Virginia Field	Field	Margaret Cynthia	1917	\Br	F	2005-07-07 21:39:12.283	2005-07-07 22:23:06.387
Fenella Fielding	Fielding	Fenella	1930	\Br-\Rm	F	2005-07-08 05:13:13.868	2005-07-08 05:22:27.368
Marjorie Fielding	Fielding	Marjorie	1892	\Br	F	2005-07-08 11:22:00.236	2005-07-08 12:13:04.589
Peter Finch	Finch	Peter	1916	\Br	M	2005-07-07 23:48:32.574	2005-07-08 01:08:38.369
James Finlayson	Finlayson	James	1877	\Br; Scots	M	2005-07-08 01:06:18.202	2005-07-08 02:01:44.248
Carrie Fisher	Fisher	Carrie	1956	\Am	F	2005-07-07 16:29:37.743	2005-07-07 16:39:11.193
Ella Fitzgerald	Fitzgerald	Ella	1918	\Am	F	2005-07-07 19:46:35.629	2005-07-07 19:51:36.407
Paul Fix	Morrison	Paul Fix	1901	\Am	M	2005-07-07 17:49:25.116	2005-07-07 18:40:28.583
Kirsten Flagstad	Flagstad	Kirsten	1895	\No	F	2005-07-08 06:32:50.467	2005-07-08 06:33:30.307
Ed Flanders	Flanders	Ed	1934	\Am	M	2005-07-07 22:35:07.165	2005-07-07 22:58:12.811
Errol Flynn	Flynn	Errol	1909	\Au	M	2005-07-07 16:58:44.719	2005-07-07 17:29:23.926
Joan Fontaine	deHavilland	Joan de Beauvoir	1917	\Br	F	2005-07-08 08:30:48.866	2005-07-08 08:37:16.85
