filmid	title	year	director
GeB3	T:Pumping Iron	1976	D:G.Butler
GeB10	T:In the Blood	1989	D:G.Butler
IFy20	Tm:Defiance	1980	D:J.Flynn
JFg10	T:The Enforcer	1976	D:Fargo
JFg20	Tm:Forced Vengance	1982	D:Fargo
JoD11	T:The Howling	1980	D:Dante
JoD20	T:Innerspace	1987	D:Dante
JoD30	T:Gremlins 2, The New Batch	1990	D:Dante
JsF10	Tm:The Big Bus	1976	D:Frawley
LIC10	T:Sailor Who Fell from Grace With the Sea	1976	D:Carlino
LIC20	Tm:The Great Santini	1980	D:Carlino
LIC30	Tm:Class	1983	D:Carlino
MAk10	T:Mohammad, Messenger of God	1976	D:Akkad
MLH5	T:Nasty Habits	1976	D:LindsayHogg
MMi10	T:Jackson County Jail	1976	D:M.Miller
MMi21	T:National Lampoon's Class Reunion	1982	D:M.Miller
MSz11	Tm:Greased Lightning	1977	D:Schultz
MxB10	Tm:Ode to Billy Joe	1976	D:Baer
RbM1	T:Murder by Death	1976	D:R.Moore
RbM10	T:Chapter Two	1979	D:R.Moore
RHf10	T:Futureworld	1976	D:Heffron
RHo5	T:Night Shift	1982	D:R.Howard
RHo10	T:Splash	1984	D:R.Howard
RHo12	T:Cocoon	1985	D:R.Howard
SRf21	Tm:The Philadelphia Experiment	1984	D:Rafill
TKo15	Tm:North Dallas Forty	1979	D:Kotcheff
TKo20	T:First Blood	1982	D:Kotcheff
TKo22	Tm:Uncommon Valor	1983	D:Kotcheff
WGi5	Tm:Grizzly	1976	D:Girdler
WGi10	Tm:Day of the Animals	1977	D:Girdler
WGi15	Tm:The Manitou	1978	D:Girdler
WiW1	T:Kings of the Road	1976	D:Wenders
WiW2	T:Alice in the Cities	1977	D:Wenders
WiW4	T:The American Friend	1977	D:Wenders
WiW9	T:Hammett	1982	D:Wenders
WiW20	T:Wings of Desire	1988	D:Wenders
WiW25	T:Until the End of the World	1992	D:Wenders
CSr10	T:Carmen	1983	D:Saura
CSr20	T:The Obscure Night	1989	D:Saura
EMt10	T:Cauchemares	1977	D:Matalon
FrS10	T:The Chicken Chronicles	1977	D:F.Simon
HNe10	Tm:Smokey and the Bandit	1977	D:H.Needham
HNe15	Tm:Smokey and the Bandit II	1980	D:H.Needham
HNe17	T:The Cannonball Run	1981	D:H.Needham
HNe25	Tm:Cannonball Run II	1984	D:H.Needham
JNi10	T:Goin' South	1978	D:J.Nicholson
MPr1	T:The Bad News Bears in Breaking Training	1977	D:M.Pressman
MPr6	T:Some Kind of Hero	1981	D:M.Pressman
MPr11	T:Pirates of Penzance	1983	D:M.Pressman
NCh10	T:Stand Up Virgin Soldiers	1977	D:N.Cohen
OlH1	T:Tentacles	1977	D:O.Hellman
RDo10	T:The Bounty	1984	D:Donaldson
SCo10	Tm:The Disappearance	1977	D:S.Cooper
SWa10	Tm:Sinbad and the Eye of the Tiger	1977	D:Wanamaker
CBP10	Tm:Norseman	1978	D:C.B.Pierce
CBP12	Tm:The Evictors	1979	D:C.B.Pierce
DLy5	Tm:Dune	1984	D:D.Lynch
DLy8	T:Blue Velvet	1986	D:D.Lynch
DLy12	T:Wild at Heart	1990	D:D.Lynch
DWr10	T:Ice Castles	1978	D:Wrye
ErM1	T:Gates of Heaven	1978	D:E.Morris
ErM2	T:Vernon, Florida	1981	D:E.Morris
ErM3	T:The Thin Blue Line	1988	D:E.Morris
FMx10	T:American Hot Wax	1978	D:Mutrux
GeM5	Tm:The Man from Snowy River	1982	D:Geo.Miller
GeM17	T:The Witches of Eastwick	1987	D:Geo.Miller
HoZ10	Tm:House Calls	1978	D:Zieff
HoZ12	T:The Main Event	1979	D:Zieff
HSu10	Tm:Deathsport	1978	D:Suso
JCm10	T:Aliens	1986	D:J.Cameron
JCm13	T:The Abyss	1989	D:J.Cameron
JTo3	T:Exposed	1983	D:Toback
JTo5	T:The Pick-up Artist	1986	D:Toback
JTo7	T:The Big Bang	1990	D:Toback
LBe10	T:La Femme Nikita	1991	D:Besson
LCh4	T:The Private Files of J. Edgar Hoover	1978	D:L.Cohen
LCh10	Tm:Q	1982	D:L.Cohen
LCh15	T:God Told Me So	1985	D:L.Cohen
PSc1	T:Blue Collar	1978	D:Schrader
PSc10	T:Hardcore	1979	D:Schrader
PSc12	T:American Gigolo	1979	D:Schrader
PSc20	T:Cat People	1982	D:Schrader
RBu15	Tm:Night of the Juggler	1980	D:R.Butler
RHy10	Tm:The Wicker Man	1978	D:R.Hardy
RoE10	Tm:Stevie	1978	D:Enders
RS2	T:Alien	1979	D:R.Scott
RS3	T:Blade Runner	1981	D:R.Scott
RS8	T:Legend	1985	D:R.Scott
RS9	T:Alien 2	1986	D:R.Scott
RS15	T:Thelma and Louise	1989	D:R.Scott
SRa5	T:The Buddy Holly Story	1978	D:Steven Rash
TCh2	T:Cheech and Chong's Next Movie	1980	D:Chong
TMy10	Tm:Riddle of the Sands	1978	D:Maylam
WBe1	T:Heaven Can Wait	1978	D:Beatty
WBe2	T:Reds	1981	D:Beatty
AAl6	T:The Four Seasons	1981	D:Alda
AAr20	Tm:Heartbeeps	1981	D:Arkush
BBi10	Tm:North Avenue Irregulars	1979	D:Bilson
BWN1	T:More American Graffiti	1979	D:Norton
DLD10	T:Hot Stuff	1979	D:DeLuise
MBr10	T:Beverly Hills Cop	1984	D:Brest
MCh5	Tm:Hussy	1979	D:Ma.Chapman
MM10	Tm:Thief	1979	D:M.Mann
MM20	T:The Keep	1983	D:M.Mann
MRb10	Tm:Corvette Summer	1979	D:Robbins
MRb15	Tm:The Dragonslayer	1981	D:Robbins
NiM12	T:Star Trek II: The Wrath of Khan	1982	D:N.Meyer
SDr10	T:Mr.~Mom	1983	D:Dragoti
SyS1	T:Rocky II	1979	D:Stallone
SyS2	T:Rocky III	1979	D:Stallone
Sys3	T:Rocky IV	1985	D:Stallone
TrJ10	T:Monty Python's Life of Brian	1979	D:T.Jones
TrJ15	T:Monty Python's the Meaning of Life	1983	D:T.Jones
TrJ20	T:Personal Services	1987	D:T.Jones
ALi10	Tm:Where the Buffalo Roam	1980	D:Linson
BBr10	T:Tatoo	1980	D:B.Brooks
EBi10	Tm:The Fan	1980	D:Bianchi
GBo5	Tm:The Hearse	1980	D:Bowers
GBo15	Tm:My Tutor	1983	D:Bowers
GMx5	T:The Kidnapping of the President	1980	D:Mendelux
GNs10	Tm:The Black Hole	1980	D:G.Nelson
HaR10	T:National Lampoon's Vacation	1983	D:Ramis
HaR25	T:Multiplicity	1996	D:Ramis
IBy10	Tm:Heartbeat	1980	D:Byrum
IIr32	T:A Month by the Lake	1996	D:Irvin
ITr1	T:Middle-age Crazy	1980	D:John Trent
JfW5	T:Die Laughing	1980	D:J.Werner
JiA1	T:Airplane!	1980	D:J.Abrahams
JiA5	T:Hero	1984	D:J.Abrahams
JoS1	T:The Incredible Shrinking Woman	1980	D:Schumacher
JoS5	Tm:D.C. Cab	1984	D:Schumacher
JoS12	T:Flatliners	1990	D:Schumacher
JsC10	T:Hide in Plain Sight	1980	D:Caan
JTM10	T:Battle Beyond the Stars	1980	D:Murakami
MBm1	T:Simon	1980	D:M.Brickman
MBm3	T:The Manhattan Project	1985	D:M.Brickman
MDa10	Tm:Yellowbeard	1983	D:Damski
MNe25	T:Four Weddings and a Funeral	1994	D:Newell
PAl2	T:Dark Passion	1981	D:Almodovar
PAl3	T:Labyrinth of Passion	1982	D:Almodovar
PAl4	T:Matador	1985	D:Almodovar
PHa10	T:Fiendish Plot of Fu Manchu	1980	D:Haggard
PHa15	T:Venom	1981	D:Haggard
RFM10	T:Little Darlings	1980	D:R.Maxwell
RGr10	T:Xanadu	1980	D:R.Greenwald
RKa10	Tm:Carny	1980	D:Kaylor
RLi6	T:Just Before Dawn	1980	D:Lieberman
RLi10	Tm:Table for Five	1982	D:Lieberman
RR1	T:Ordinary People	1980	D:Redford
RSc10	Tm:How to Beat the High Cost of Living	1980	D:Scheerer
RSp10	Tm:Under Fire	1983	D:Spottiswoode
RSp20	T:and the Band Played On	1993	D:Spottiswoode
SSC1	T:Friday the 13th	1980	D:Cunningham
TaH2	Tm:The Idolmaker	1980	D:Hackford
TaH5	T:An Officer and a Gentleman	1982	D:Hackford
TaH6	T:Against All Odds	1983	D:Hackford
TaH8	T:White Nights	1986	D:Hackford
TaH15	T:Chuck Berry Hail! Hail! Rock 'n' Roll	1991	D:Hackford
TCl10	Tm:McVicar	1980	D:Clegg
THu20	T:River's Edge	1987	D:T.Hunter
WaB10	Tm:Little Miss Marker	1980	D:W.Bernstein
AnB10	Tm:So Fine	1981	D:A.Bergman
BDC8	Tm:Galaxy of Terror	1981	D:B.D.Clark
BiP10	T:Serial	1981	D:Persky
CaG1	T:Caveman	1981	D:Gottlieb
DDa10	T:Clash of the Titans	1981	D:Davis
DSt10	Tm:Paternity	1981	D:D.Steinberg
DuM5	Tm:Montenegro	1981	D:Makavejev
FRo10	Tm:Lords of Discipline	1981	D:Roddam
FRo20	T:K2	1991	D:Roddam
GrB4	Tm:The Final Conflict	1981	D:G.Baker
GrB10	T:Alien Nation	1988	D:G.Baker
IG1	T:For Your Eyes Only	1981	D:Glen
IG5	T:License Revoked	1988	D:Glen
JnT10	T:All Night Long	1981	D:Tramont
MCb10	Tm:Butterfly	1981	D:Cimber
OlS3	T:The Hand	1986	D:Ol.Stone
OlS9	T:Platoon	1986	D:Ol.Stone
OzS10	Tm:Bustin' Loose	1981	D:O.Scott
PAd1	T:Celeste	1981	D:Adlon
QMa12	T:The Stud	1982	D:Masters
RFr15	T:Psycho II	1983	D:R.Franklin
RiR10	Tm:Halloween II	1981	D:Rick~Rosenthal
RMq5	T:Eye of the Needle	1981	D:Marquand
RMq8	T:Return of The Jedi	1985	D:Marquand
RMq10	T:Jagged Edge	1985	D:Marquand
RoM1	T:Imagine the Sound	1981	D:Ron.Mann
RoM2	T:Poetry in Motion	1982	D:Ron.Mann
RoM3	T:Comic Book Confidential	1989	D:Ron.Mann
RZe5	T:Back to the Future	1985	D:Zemeckis
RZe12	T:Back to the Future Part II	1989	D:Zemeckis
RZe14	T:Back to the Future Part III	1990	D:Zemeckis
SGo10	T:Arthur	1981	D:S.Gordon
SHS5	Tm:Devil and Max Devlin	1981	D:Stern
Smi5	T:Friday the 13th Part III	1982	D:Miner
TDS10	Tm:Hell Night	1981	D:DeSimone
WoP12	T:The Plastic Nightmare	1990	D:Petersen
WoP14	T:Shattered	1991	D:Petersen
AmH10	T:Fast Times at Ridgemont High	1982	D:Heckerling
AmH20	T:National Lampoon's European Vacation	1985	D:Heckerling
APy10	Tm:The Sword and the Sorcerer	1982	D:Pyun
ARo10	Tm:Endangered Species	1982	D:A.Roberts
BLe1	T:Diner	1982	D:B.Levinson
BrP10	T:A Little Sex	1982	D:Paltrow
CDe10	T:The Escape Artist	1982	D:Deschanel
DaV1	T:Le Retour de Martin Guerre	1982	D:Vigne
GrC1	T:Frances	1982	D:Clifford
GyM4	T:Young Doctors in Love	1982	D:Gey.Marshall
GyM20	T:Pretty Woman	1990	D:Gey.Marshall
GyM24	T:unknown	1992	D:Gey.Marshall
HuH15	T:Greystoke: The Legend of Tarzan, Lord of the Apes	1984	D:Hudson
HuH20	T:Revolution	1984	D:Hudson
JPK10	Tm:The Chosen	1982	D:Kagan
JPK15	Tm:The Sting II	1983	D:Kagan
JMl1	T:That Championship Season	1982	D:Js.Miller
JSo15	T:A Nightmare on Elm Street Part Two: Freddy's Revenge	1985	D:Sholder
LaK1	T:Body Heat	1982	D:L.Kasdan
LaK13	T:The Accidental Tourist	1989	D:L.Kasdan
MCa10	Tm:Fighting Back	1982	D:Caulfield
NeJ10	T:Angel	1982	D:N.Jordan
NeJ14	T:Mona Lisa	1986	D:N.Jordan
NeJ16	T:We're No Angels	1989	D:N.Jordan
NeJ22	T:The Crying Game	1992	D:N.Jordan
PaB10	T:Grease 2	1982	D:Birch
RiB1	T:My Favourite Year	1982	D:Benjamin
RiB15	Tm:Racing with the Moon	1984	D:Benjamin
RiB25	T:Made in America	1993	D:Benjamin
RLo10	Tm:Brimstone and Treacle	1982	D:Loncraine
StL10	Tm:Tron	1982	D:Lisberger
SuS12	T:Desperately Seeking Susan	1985	D:Seidelman
SuS20	T:Cookie	1989	D:Seidelman
TAv1	T:Things Are Tough All Over	1982	D:T.Avildsen
WaW1	T:Chan is Missing	1982	D:Wang
WaW2	T:Diem Sum	1984	D:Wang
WaW4	T:Eat a Bowl of Tea	1989	D:Wang
WaW5	T:Life is Cheap, but Toilet Paper is Expensive	1989	D:Wang
xHe10	T:Stuck on You!	1982	D:Herz
AdL5	T:Flashdance	1983	D:Lyne
AdL6	T:Nine 1/2 Weeks	1986	D:Lyne
AHu1	T:Boat People	1983	D:Hui
AHu5	T:Song of the Exile	1990	D:Hui
AJo10	T:Love Letters	1983	D:A.Jones
AKa5	T:Ariel	1983	D:Kaurismaki
AKa10	T:Hamlet Goes Business	1985	D:Kaurismaki
AKa15	T:The Match Factory Girl	1989	D:Kaurismaki
AlJ1	T:To Be or Not To Be	1983	D:A.Johnson
BMs10	T:Mickey's Christmas Carol	1983	D:Mattinsson
DLo10	T:Smokey and the Bandit III	1983	D:Lowry
DWi10	Tm:Silver Dream Racer	1983	D:Wickes
GoR1	T:Koyaanisqatsi	1983	D:Reggio
IoA10	T:We of the Never Never	1983	D:Auzins
JKw5	Tm:Eddie Macon's Run	1983	D:Kanew
JKw10	T:Tough Guys	1986	D:Kanew
LyL1	T:Testament	1983	D:Littman
MaC1	Tm:Valley Girl	1983	D:Coolidge
MaC4	T:Glory Days	1987	D:Coolidge
MaC8	T:Rambling Rose	1991	D:Coolidge
PRb1	Tm:Lovesick	1983	D:P.Rosenberg
RbR1	T:This is Spinal Tap	1983	D:R.Reiner
RbR2	T:Stand By Me	1986	D:R.Reiner
RbR14	T:A Few Good Men	1992	D:R.Reiner
RMw10	T:Overexposed	1991	D:Markowitz
RMw13	T:Afterburn	1992	D:Markowitz
RoD10	Tm:The Black Stallion Returns	1983	D:Dalva
RPe12	T:Country	1984	D:Pearce
RPe20	T:The Long Walk Home	1991	D:Pearce
RPe22	T:Leap of Faith	1992	D:Pearce
PBm1	T:Risky Business	1983	D:P.Brickman
TeB10	Tm:Slayground	1983	D:Bedford
ToS1	T:The Hunger	1983	D:T.Scott
ToS10	T:Days of Thunder	1986	D:T.Scott
WTMx	T:The Old Well	1983	D:Tianming
ChS10	Tm:Irreconcilable Differences	1984	D:Shyer
EPy5	T:Sugar Cane Alley	1984	D:Palcy
EPy10	T:A Dry White Season	1989	D:Palcy
FKi10	T:Children of the Corn	1984	D:Kiersch
HuW10	T:Police Academy	1984	D:H.Wilson
HuW12	T:Police Academy 2	1984	D:Wilson
HuW15	T:Police Academy 3	1986	D:Wilson
IHu5	T:Sixteen Candles	1984	D:J.Hughes
IHu11	T:The Breakfast Club	1985	D:J.Hughes
IHu15	T:Planes, Trains, and Automobiles	1987	D:J.Hughes
IHu18	T:Ferris Buellers Day off	1988	D:J.Hughes
IHu22	T:Uncle Buck	1989	D:J.Hughes
JCi12	T:An Angel at my Table	1991	D:Campion
JRu2	T:The Stepfather	1987	D:J.Ruben
JSe0	Tm:Breakin'	1984	D:Silberg
LeN3	T:Star Trek III: The Search For Spock	1984	D:Nimoy
LeN4	T:Star Trek IV: The Voyage Home	1986	D:Nimoy
LeN8	T:Three Men and A Baby	1987	D:Nimoy
LeN12	T:Funny About Love	1990	D:Nimoy
NiC10	T:The Last Starfighter	1984	D:N.Castle
NIs10	Tm:Bachelor Party	1984	D:Israel
PeC10	Tm:Highpoint	1984	D:P.Carter
RTu1	T:Tightrope	1984	D:Tuggle
TMk10	T:The Price of Love	1984	D:Marketaki
AKo15	T:The Inner Circle	1992	D:Konchalovsky
JuI10	T:No Life King	1985	D:J.Ichikawa
JVm17	T:The Harmonists	1999	D:Vilsmaier
MDi10	T:Heaven Help Us	1985	D:Dinner
MoT1	T:Verleitung, Die Grausame Frau	1985	D:Treut
OSo10	T:Orion's Belt	1985	D:Solum
THo10	T:Vampire ... Did you say Vampire?	1985	D:T.Holland
THo20	T:The Wizard	1989	D:T.Holland
TiB5	T:Beetlejuice	1988	D:T.Burton
TiB6	T:Batman	1989	D:T.Burton
WTa10	Tm:Flashpoint	1985	D:Tannen
ABu10	T:Just Between Friends	1986	D:A.Burns
BrG10	T:Poltergeist II	1986	D:B.Gibson
BrG28	T:The Juror	1986	D:B.Gibson
DBl10	T:An American Tail	1986	D:Bluth
DBl15	T:An American Tail 2: Fievel Goes West	1991	D:Bluth
DBl24	T:Anastasia	1997	D:Bluth
GaM10	T:Dreamchild	1986	D:G.Millar
HoD10	T:Pretty in Pink	1986	D:Deutsch
JeL10	T:Rent-a-Cop	1986	D:London (sp?)
MrD1	T:Signs of Wonder	1986	D:Donovan
MrD2	T:Apartment Zero	1989	D:Donovan
PFa10	T:Dutch	1991	D:Faiman
RMa10	T:F/X	1986	D:Mandel
PtM10	T:The Trip to Bountiful	1986	D:Masterson
RnF14	T:Baraka	1992	D:Fricke
Z8610	T:I'll Take Manhattan	1986	D:Unknown86
ATu1	T:Celia	1987	D:Turner
DMa10	T:Things Change	1988	D:Mamet
DMa12	T:The Adventures of Charlie Chan	1991	D:Mamet
JWy10	T:The Haunting of Morella	1990	D:Wynorski
KYo1	T:Twilight of the Cockroaches	1987	D:K.Yoshida
NMv1	T:Dark Eyes	1987	D:Mikhalkov
NMv3	T:Oblomov	1989	D:Mikhalkov
RHv10	T:Critters 4	1991	D:R.Harvey
ABi10	T:Burning Secret	1988	D:Birkin
ADv15	T:Under Siege	1992	D:A.Davis
ADv22	T:A Perfect Murder	1998	D:A.Davis
BiA1	T:Pelle the Conqueror	1988	D:August
CCr10	T:Off Limits	1988	D:Ch.Crowe
CCr12	T:Whispers in the Dark	1988	D:Ch.Crowe
CEd10	T:Little Dorrit	1988	D:Edzard
ClD1	T:Chocolat	1988	D:Denis
DGr1	T:Buster	1988	D:David~Green
GvS1	T:Mala Noche	1988	D:vanSant
GvS5	T:My Own Private Idaho	1991	D:vanSant
HBo10	T:Fictitious Marriage	1988	D:Bouzagio
IMT20	T:Medicine Man	1992	D:McTiernan
JrB10	T:The Wizards of Loneliness	1988	D:Bowen
KSR20	T:Married With Children	1989	D:K.S.Ruben
KSR30	T:Streets	1990	D:K.S.Ruben
POC25	T:Inventing the Abbots	1997	D:OConnor
RSh10	T:Blaze	1989	D:Shelton
RSh15	T:White Men Can't Jump	1992	D:Shelton
TAF7	T:Purple Haze	1989	D:Fucci
xSz10	T:Punchline	1988	D:Seltzer
Z0320	T:Entertaining Angels: The Dorothy Day Story	1996	PN: Ellwood Bud Kieser
BHo10	T:Raggedy Rawney	1989	D:Hoskins
BNu1	T:Camille Claudel	1989	D:Nuytten
CaB1	T:36 Fillette	1989	D:Breillat
CCw2	T:Singles	1992	D:C.Crowe
ChG10	T:Attack of the 50-foot Woman	1993	D:Ch.Guest
DHL1	T:Phantom of the Opera	1989	D:Little
IsJ10	T:Looking for Langston	1989	D:Julien
JSh1	T:My Left Foot	1989	D:Sheridan
JSh2	T:The Field	1991	D:Sheridan
JSh4	T:In the Name of The Father	1993	D:Sheridan
KBr1	T:Henry V	1989	D:Branagh
MCJ1	T:Scandal	1989	D:CatonJones
MCJ12	T:Doc Hollywood	1991	D:CatonJones
MLa10	T:Pet Sematary	1989	D:Lambert
PAR10	T:Field of Dreams	1989	D:P.A.Robinson
PhN17	T:Sliver	1993	D:Noyce
SKo1	T:The Fabulous Baker Boys	1989	D:Kloves
Z8910	T:Meet the Applegates	1989	D:UnYear89
AGo10	T:Eau/Ganga	1990	D:Gopalakrishnan
GSl12	T:The Vanishing	1993	D:Sluizer
IDa14	T:Red Rock West	1992	D:Dahl
IDa19	T:Rounders	1998	D:Dahl
IsF10	T:Desert Kickboxer	1991	D:Florentine
JMe1	T:Of Flesh and Blood	1990	D:Mentges
JnL10	T:Nuns on the Run	1990	D:Lynn
JnL12	T:My Cousin Vinny	1992	D:Lynn
KeC1	T:Dances with Wolves	1990	D:Costner
NGp10	T:The Pathfinder	1990	D:Gaup
ReH10	T:Die Hard 2	1990	D:Harlin
TSt1	T:Rosenkrantz and Guildenstern are Dead	1990	D:Stoppard
Z9030	T:Spies, Lies, and Naked Things	1990	D:UnYear90
AGl10	T:The Mambo Kings	1991	D:Glimcher
AGl12	T:Just Cause	1995	D:Glimcher
BDu2	T:A Rage in Harlem	1991	D:B.Duke
BSo1	T:The Addams Family	1991	D:Sonnenveld
BSo4	T:For Love or Money	1993	D:Sonnenveld
BSo5	T:Addams' Family Values	1993	D:Sonnenveld
DZu12	T:The Naked Gun 2 1/2: The Smell of Fear	1991	D:D.Zucker
SLe10	T:Double Impact	1991	D:Lettich
SLe12	T:Lionheart	1992	D:Lettich
THg25	T:The Butcher's Wife	1991	D:T.Hughes
TLW5	T:Holy Matrimony	1994	D:Wallace
VNf10	T:Meine Tochter geh\"ort mir	1991	D:Naefe
Z9110	T:Deadlock	1991	D:UnYear91
DvR10	T:Politics	1992	D:Roe
JeC10	T:Benny and Joon	1992	D:Chechik
NoE1	T:This is my Life	1992	D:N.Ephron
xNa10	T:Killer Instinct	1992	D:Napier
JDB10	T:Speed	1994	D:DeBont
MtC12	T:GoldenEye	1995	D:M.Campbell
PRJ10	T:Baby's Day Out	1994	D:P.R.Johnson
BTh13	T:Dr.Dolittle	1998	D:B.Thomas
DSa10	T:Grand Avenue	1995	D:Sackheim
EBu8	T:She's the One	1996	D:E.Burns
IGy10	T:The Glimmerman	1996	D:J.Gray
SBd10	T:Executve Decision	1996	D:Baird
Z9630	T:One Fine Day	1996	D:UnYear96
GVe10	T:Mouse Hunt	1997	D:Verbinski
MmL12	T:Deep Impact	1998	D:M.Leder
Z9895	T:One True Thing	1998	D:UnYear98
